y;;;;;;;;;;
;;;;;;;;;;
;STP 25000TL-30 168;STP 25000TL-30 168;STP 25000TL-30 276;STP 25000TL-30 276;STP 25000TL-30 164;STP 25000TL-30 164;;;;
;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;;;;
;1900744168;1900744168;1900755276;1900755276;1901250164;1901250164;;;;
;Rendimento total;Rendimento diário;Rendimento total;Rendimento diário;Rendimento total;Rendimento diário;;;;
;Counter;Analog;Counter;Analog;Counter;Analog;;;;
dd/MM/yyyy;kWh;kWh;kWh;kWh;kWh;kWh;;;;
01/10/2019;144884,635;15,961;145579,02;15,566;4285,911;32,827;;;;
02/10/2019;145042,914;158,279;145738,764;159,744;4442,336;156,425;;;;
03/10/2019;145179,707;136,793;145876,62;137,856;4579,742;137,406;;;;
04/10/2019;145337,099;157,392;146036,237;159,617;4738,273;158,531;;;;
05/10/2019;145497,092;159,993;146198,845;162,608;4898,344;160,071;;;;
06/10/2019;145666,519;169,427;146370,476;171,631;5067,71;169,366;;;;
07/10/2019;145834,861;168,342;146540,658;170,182;5236,865;169,155;;;;
08/10/2019;145984,079;149,218;146691,116;150,458;5384,131;147,266;;;;
09/10/2019;146141,99;157,911;146850,775;159,659;5542,743;158,612;;;;
10/10/2019;146292,359;150,369;147002,974;152,199;5692,487;149,744;;;;
11/10/2019;146433,959;141,6;147145,961;142,987;5833,85;141,363;;;;
12/10/2019;146577,163;143,204;147291,148;145,187;5975,345;141,495;;;;
13/10/2019;146718,23;141,067;147432,994;141,846;6114,565;139,22;;;;
14/10/2019;146877,249;159,019;147594,452;161,458;6269,58;155,015;;;;
15/10/2019;147035,239;157,99;147755,364;160,912;6424,634;155,054;;;;
16/10/2019;147200,009;164,77;147923,002;167,638;6590,073;165,439;;;;
17/10/2019;147339,624;139,615;148063,751;140,749;6734,497;144,424;;;;
18/10/2019;147438,537;98,913;148163,141;99,39;6834,942;100,445;;;;
19/10/2019;147595,582;157,045;148321,701;158,56;6992,393;157,451;;;;
20/10/2019;147725,517;129,935;148453,828;132,127;7122,631;130,238;;;;
21/10/2019;147866,125;140,608;148597,045;143,217;7264,104;141,473;;;;
22/10/2019;148030,7;164,575;148763,528;166,483;7430,977;166,873;;;;
23/10/2019;148196,417;165,717;148931,776;168,248;7598,066;167,089;;;;
24/10/2019;148352,998;156,581;149091,443;159,667;7754,157;156,091;;;;
25/10/2019;148510,897;157,899;149251,754;160,311;7912,938;158,781;;;;
26/10/2019;148655,084;144,187;149398,619;146,865;8056,926;143,988;;;;
27/10/2019;148809,55;154,466;149554,805;156,186;8210,64;153,714;;;;
28/10/2019;148965,922;156,372;149713,598;158,793;8367,193;156,553;;;;
29/10/2019;149131,224;165,302;149881,629;168,031;8537,118;169,925;;;;
30/10/2019;149294,943;163,719;150047,597;165,968;8703,932;166,814;;;;
31/10/2019;149459,965;165,022;150214,294;166,697;8871,789;167,857;;;;
