Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3;;;;;;
;;;;;;
;STP 25000TL-30 168;STP 25000TL-30 168;STP 25000TL-30 276;STP 25000TL-30 276;STP 25000TL-30 848;STP 25000TL-30 848
;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30
;1900744168;1900744168;1900755276;1900755276;1900744848;1900744848
;Rendimento total;Rendimento diário;Rendimento total;Rendimento diário;Rendimento total;Rendimento diário
;Counter;Analog;Counter;Analog;Counter;Analog
dd/MM/yyyy;kWh;kWh;kWh;kWh;kWh;kWh
01/07/2016;428,241;0;421,925;0;447,208;0
02/07/2016;428,241;0;421,925;0;447,208;0
03/07/2016;428,241;0;421,925;0;447,208;0
04/07/2016;428,241;0;421,925;0;447,208;0
05/07/2016;428,245;0,004;421,928;0,003;447,208;0
06/07/2016;544,556;116,311;539,219;117,291;447,208;0
07/07/2016;544,556;0;539,219;0;447,215;0,007
08/07/2016;544,556;0;539,219;0;565,123;117,908
09/07/2016;544,556;0;539,219;0;565,123;0
10/07/2016;544,556;0;539,219;0;565,123;0
11/07/2016;544,556;0;539,219;0;565,123;0
12/07/2016;614,489;69,933;608,535;69,316;565,123;0
13/07/2016;741,698;127,209;736,001;127,466;565,123;0
14/07/2016;868,901;127,203;859,095;123,094;636,729;71,606
15/07/2016;1023,747;154,846;1011,117;152,022;765,614;128,885
16/07/2016;1178,013;154,266;1161,792;150,675;894,008;128,394
17/07/2016;1326,361;148,348;1307,525;145,733;1050,708;156,7
18/07/2016;1446,276;119,915;1423,376;115,851;1206,864;156,156
19/07/2016;1571,571;125,295;1544,41;121,034;1357,001;150,137
20/07/2016;1726,628;155,057;1697,43;153,02;1478,311;121,31
21/07/2016;1881,546;154,918;1851,99;154,56;1604,582;126,271
22/07/2016;1990,25;108,704;1957,183;105,193;1761,928;157,346
23/07/2016;2131,458;141,208;2096,951;139,768;1918,924;156,996
24/07/2016;2264,908;133,45;2230,622;133,671;2028,446;109,522
25/07/2016;2407,773;142,865;2371,645;141,023;2171,157;142,711
26/07/2016;2527,327;119,554;2491,828;120,183;2305,96;134,803
27/07/2016;2550,169;22,842;2515,635;23,807;2450,328;144,368
28/07/2016;2582,426;32,257;2544,857;29,222;2570,733;120,405
29/07/2016;2582,426;0;2544,857;0;2594,255;23,522
30/07/2016;2582,432;0,006;2544,857;0;2627,119;32,864
31/07/2016;2582,432;0;2544,857;0;2627,14;0,021
