Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3;;;;;;
;;;;;;
;STP 25000TL-30 168;STP 25000TL-30 168;STP 25000TL-30 276;STP 25000TL-30 276;STP 25000TL-30 848;STP 25000TL-30 848
;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30
;1900744168;1900744168;1900755276;1900755276;1900744848;1900744848
;Rendimento total;Rendimento diário;Rendimento total;Rendimento diário;Rendimento total;Rendimento diário
;Counter;Analog;Counter;Analog;Counter;Analog
dd/MM/yyyy;kWh;kWh;kWh;kWh;kWh;kWh
01/11/2017;55169,839;150,362;55289,79;152,834;55648,212;160,696
02/11/2017;55306,686;136,847;55430,111;140,321;55793,663;145,451
03/11/2017;55459,301;152,615;55585,907;155,796;55945,893;152,23
04/11/2017;55617,485;158,184;55747,477;161,57;56087,019;141,126
05/11/2017;55773,559;156,074;55905,33;157,853;56243,415;156,396
06/11/2017;55938,01;164,451;56072,127;166,797;56404,965;161,55
07/11/2017;56060,275;122,265;56197,23;125,103;56562,749;157,784
08/11/2017;56222,488;162,213;56361,241;164,011;56730,246;167,497
09/11/2017;56389,848;167,36;56531,478;170,237;56855,906;125,66
10/11/2017;56550,456;160,608;56695,28;163,802;57020,807;164,901
11/11/2017;56707,052;156,596;56854;158,72;57191,941;171,134
12/11/2017;56858,554;151,502;57007,762;153,762;57356,764;164,823
13/11/2017;57002,784;144,23;57154,148;146,386;57517,345;160,581
14/11/2017;57150,933;148,149;57304,246;150,098;57672,421;155,076
15/11/2017;57295,285;144,352;57449,924;145,678;57819,069;146,648
16/11/2017;57440,955;145,67;57598,254;148,33;57970,575;151,506
17/11/2017;57606,272;165,317;57767,176;168,922;58118,316;147,741
18/11/2017;57768,633;162,361;57933,618;166,442;58266,749;148,433
19/11/2017;57926,909;158,276;58095,731;162,113;58437,86;171,111
20/11/2017;58087,576;160,667;58258,673;162,942;58607,146;169,286
21/11/2017;58220,698;133,122;58392,718;134,045;58771,865;164,719
22/11/2017;58360,502;139,804;58533,612;140,894;58936,01;164,145
23/11/2017;58512,866;152,364;58688,879;155,267;59070,439;134,429
24/11/2017;58670,989;158,123;58851,188;162,309;59212,844;142,405
25/11/2017;58818,568;147,579;59000,566;149,378;59369,907;157,063
26/11/2017;58975,799;157,231;59160,339;159,773;59535,223;165,316
27/11/2017;59104,878;129,079;59291,861;131,522;59685,954;150,731
28/11/2017;59242,229;137,351;59430,745;138,884;59847,036;161,082
29/11/2017;59380,663;138,434;59570,829;140,084;59978,577;131,541
30/11/2017;59528,852;148,189;59720,584;149,755;60119,116;140,539
