Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3;;;;;;
;;;;;;
;STP 25000TL-30 168;STP 25000TL-30 168;STP 25000TL-30 276;STP 25000TL-30 276;STP 25000TL-30 848;STP 25000TL-30 848
;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30
;1900744168;1900744168;1900755276;1900755276;1900744848;1900744848
;Rendimento total;Rendimento diário;Rendimento total;Rendimento diário;Rendimento total;Rendimento diário
;Counter;Analog;Counter;Analog;Counter;Analog
dd/MM/yyyy;kWh;kWh;kWh;kWh;kWh;kWh
01/06/2017;35690,118;129,235;35802,994;129,743;35929,54;98,034
02/06/2017;35822,228;132,11;35934,079;131,085;36056,938;127,398
03/06/2017;35921,734;99,506;36032,545;98,466;36188,445;131,507
04/06/2017;36072,253;150,519;36181,798;149,253;36322,955;134,51
05/06/2017;36208,541;136,288;36319,426;137,628;36423,795;100,84
06/06/2017;36347,92;139,379;36459,392;139,966;36577,026;153,231
07/06/2017;36470,882;122,962;36582,141;122,749;36714,861;137,835
08/06/2017;36605,657;134,775;36715,728;133,587;36855,724;140,863
09/06/2017;36739,752;134,095;36848,964;133,236;36980,885;125,161
10/06/2017;36873,444;133,692;36980,796;131,832;37118,123;137,238
11/06/2017;37002,387;128,943;37110,6;129,804;37254,259;136,136
12/06/2017;37115,06;112,673;37220,902;110,302;37390,502;136,243
13/06/2017;37162,589;47,529;37268,478;47,576;37520,685;130,183
14/06/2017;37299,849;137,26;37403,992;135,514;37635,439;114,754
15/06/2017;37423,812;123,963;37527,444;123,452;37683,268;47,829
16/06/2017;37561,618;137,806;37663,14;135,696;37823,086;139,818
17/06/2017;37686,89;125,272;37788,771;125,631;37949,214;126,128
18/06/2017;37819,401;132,511;37920,289;131,518;38089,377;140,163
19/06/2017;37946,679;127,278;38046,838;126,549;38217,115;127,738
20/06/2017;38081,496;134,817;38182,089;135,251;38351,917;134,802
21/06/2017;38221,768;140,272;38321,775;139,686;38481,794;129,877
22/06/2017;38322,873;101,105;38422,979;101,204;38619,032;137,238
23/06/2017;38363,972;41,099;38464,104;41,125;38761,588;142,556
24/06/2017;38433,746;69,774;38531,651;67,547;38863,39;101,802
25/06/2017;38548,697;114,951;38646,657;115,006;38904,748;41,358
26/06/2017;38593,557;44,86;38691,577;44,92;38977,256;72,508
27/06/2017;38652,086;58,529;38749,995;58,418;39093,865;116,609
28/06/2017;38746,088;94,002;38843,4;93,405;39139,014;45,149
29/06/2017;38776,203;30,115;38873,405;30,005;39197,638;58,624
30/06/2017;38892,669;116,466;38987,308;113,903;39292,188;94,55
