Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3;;;;;;
;;;;;;
;STP 25000TL-30 168;STP 25000TL-30 168;STP 25000TL-30 276;STP 25000TL-30 276;STP 25000TL-30 848;STP 25000TL-30 848
;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30;STP 25000TL-30
;1900744168;1900744168;1900755276;1900755276;1900744848;1900744848
;Rendimento total;Rendimento diário;Rendimento total;Rendimento diário;Rendimento total;Rendimento diário
;Counter;Analog;Counter;Analog;Counter;Analog
dd/MM/yyyy;kWh;kWh;kWh;kWh;kWh;kWh
01/02/2018;68387,337;156,831;68714,714;159,757;69180,653;127,189
02/02/2018;68544,578;157,241;68875,353;160,639;69335,192;154,539
03/02/2018;68642,199;97,621;68974,583;99,23;69496,081;160,889
04/02/2018;68790,397;148,198;69125,944;151,361;69658,672;162,591
05/02/2018;68934,583;144,186;69274,042;148,098;69759,309;100,637
06/02/2018;69070,939;136,356;69412,432;138,39;69911,587;152,278
07/02/2018;69212,963;142,024;69555,465;143,033;70061,099;149,512
08/02/2018;69334,669;121,706;69680,723;125,258;70200,42;139,321
09/02/2018;69473,466;138,797;69823,246;142,523;70345,068;144,648
10/02/2018;69597,511;124,045;69950,662;127,416;70470,883;125,815
11/02/2018;69747,907;150,396;70102,559;151,897;70613,441;142,558
12/02/2018;69766,318;18,411;70121,054;18,495;70740,302;126,861
13/02/2018;69884,645;118,327;70240,327;119,273;70893,127;152,825
14/02/2018;70007,199;122,554;70363,945;123,618;70911,851;18,724
15/02/2018;70075,401;68,202;70432,779;68,834;71031,698;119,847
16/02/2018;70215,081;139,68;70574,193;141,414;71156,311;124,613
17/02/2018;70366,832;151,751;70728,189;153,996;71225,522;69,211
18/02/2018;70525,721;158,889;70889,54;161,351;71366,656;141,134
19/02/2018;70685,604;159,883;71053,703;164,163;71521,34;154,684
20/02/2018;70790,815;105,211;71161,271;107,568;71684,335;162,995
21/02/2018;70948,157;157,342;71320,502;159,231;71848,44;164,105
22/02/2018;71114,256;166,099;71490,592;170,09;71955,032;106,592
23/02/2018;71226,834;112,578;71604,088;113,496;72117,009;161,977
24/02/2018;71389,902;163,068;71771,072;166,984;72287,533;170,524
25/02/2018;71556,869;166,967;71941,437;170,365;72401,483;113,95
26/02/2018;71677,692;120,823;72062,713;121,276;72567,79;166,307
27/02/2018;71784,736;107,044;72170,567;107,854;72738,946;171,156
28/02/2018;71883,969;99,233;72272,817;102,25;72860,835;121,889
